Timestamp,Employer,Location,Job Title,Years at Employer,Years of Experience,Annual Base Pay,Signing Bonus,Annual Bonus,Annual Stock Value/Bonus,Gender,Additional Comments
3/21/2016 14:21:28,,,no  ,,,no,,,,,
3/21/2016 14:21:29,,"Halifax, NS, Canada",Lead Software Developer,1,8,80000,,8000,,Male,
3/21/2016 14:21:31,,Vancouver,Software Developer,1,5,86000,0,0,0,Male,
3/21/2016 14:21:33,IBM,"Hursley, UK",Graduate Software Developer,1.5,2.5,"44,000",0,0,0,Male,
3/21/2016 14:21:43,Facebook,Menlo Park,Software Engineer,1,1,135000,50000,30000,30000,Male,
3/21/2016 14:21:55,Advertising,Toulouse (FR),Lead Backend Developer,1,5,42000,,2000,,Male,
3/21/2016 14:21:57,BAH,Maryland,Senior Software Engineer,1,15,101000,0,0,0,Male,
3/21/2016 14:22:00,,Madrid,Support,15,15,"22,500€",-,-,-,Male,
3/21/2016 14:22:03,Freelance,"Portland, OR",Front-End Developer,1,1,"$75,000",,,,Female,
3/21/2016 14:22:03,Microsoft,"Redmond, WA",Service Engineer,1,3,105000,5000,,,Male,
3/21/2016 14:22:08,,"Austin, TX",Python Integrations Engineer,1,6,107000,,,,Male,
3/21/2016 14:22:08,,San Francisco,Director of Business Development,1,6,140000,,,100000,Male,
3/21/2016 14:22:08,HCL America,"Redmond, WA",System Administrator,2,10,"55,000",0,0,0,Female,Contracting at Microsoft
3/21/2016 14:22:09,,,Ggt,,,Rrr,,,,,
3/21/2016 14:22:09,FCSA,"Omaha, NE",Software Engineer - Consultant,1,12,150000,0,0,0,Male,
3/21/2016 14:22:16,"LC Holdings, LTD",MS,Software Developer,12,15,130000,,,,Male,
3/21/2016 14:22:20,,San Francisco,Solution Principal,2,11,156000,0,20000,,Male,
3/21/2016 14:22:21,,NYC,Senior Front end Dev,1,5,105000,0,0,0,Male,Looking for something else now + more money
3/21/2016 14:22:39,,Uruguay,Web developer,2,3,700000,,,,Male,
3/21/2016 14:22:40,Life Time Fitness,"Louisville, CO",Software Engineer,1,5,"75,000",0,0,,Male,
3/21/2016 14:22:45,Ergon Energy,"Brisbane, Australia",Senior Telecommunications Specialist,1,10,1250000,0,0,0,Male,
3/21/2016 14:22:45,Nav Canada,"Ottawa, Canada",Software Developer,1,5,83000,0,0,0,Male,Unionized with collective agreement
3/21/2016 14:22:47,,,Frontend Web Developer,,,48100,,,,,
3/21/2016 14:22:49,Billups,97034,Director of Product Management,1,15,135000,0,0,0,Male,
3/21/2016 14:22:51,,New Yrok,Senior Software Engineer,1,9,130000,0,15000,,Male,
3/21/2016 14:22:55,,Chicago,Senior Software Engineer,5,12,102000,0,2500,0,Male,
3/21/2016 14:23:00,,Sydney,Programmer,1,1,61000,,21000,,Male,
3/21/2016 14:23:09,,,Analyst,,,86000,,,,Male,
3/21/2016 14:23:18,Zenefits,,Jr Software Engineer,,,110k CAD ,,,,Male,
3/21/2016 14:23:20,,"St. Louis, MO",GIS Applications Developer,3,5,70000,,,,Male,
3/21/2016 14:23:26,,"Green Bay, WI",Web Developer,2.5,3,85000,5000,,,Male,
3/21/2016 14:23:32,,"Denver, CO",Software Engineer,1,1,66000,0,0,0,Male,
3/21/2016 14:23:43,Reply SPA,Germany,Consultant,0,0,"45,000€",0,0,0,Male,
3/21/2016 14:23:45,,San Francisco,Group Product Manager,,,160000,0,0,0,Male,
3/21/2016 14:23:51,BitDefender SRL,"Cluj-Napoca, Romania",Software Engineer,2,2,"$21,500",0,0,0,Male,
3/21/2016 14:23:51,,Serbia,Android Developer,2.5,10,"$48,000",,"$15,000",,Male,"Great team, love it. Could earn more I guess if I didn't went through remote head hunter who doesn't give a f*ck."
3/21/2016 14:23:52,,,Optimization and Analytics Engineer,,,77000,,,,Bear,
3/21/2016 14:24:05,Segment,San Francisco,Operations,1,2,105000,0,0,5000,Male,
3/21/2016 14:24:06,,San Francisco,Software Engineer,1,9,122500,5000,0,0,Male,
3/21/2016 14:24:19,,,Senior DevOps Engineer,1,12,150000,,,,Male,%0.25 in equity
3/21/2016 14:24:19,,Berlin,Senior Ruby Developer,0,6,60000,,,,Male,
3/21/2016 14:24:20,,,Software Engineer,,,110000,,6000,,Male,
3/21/2016 14:24:21,,,phd student,,,33000,,,,,
3/21/2016 14:24:24,,"Austin, TX",Software Developer,2,4,80000,0,0,0,Male,
3/21/2016 14:24:31,,SF,Product Manager,2,4,120000,,10000,,Male,
3/21/2016 14:24:33,Private Internet Access,Los Angeles,Media,7,20,36000,0,0,0,Male,
3/21/2016 14:24:44,,"St. Louis, MO",Web Developer,5,12,65000,0,0,0,Male,
3/21/2016 14:24:44,,New York,Ad Ops Coordinator,1,1,55000,0,0,20000,Male,
3/21/2016 14:24:48,Buffer,"Toronto, ON",Mobile Engineering Lead,2,6,103595,0,0,0,Male,
3/21/2016 14:24:48,,Sweden,Software Developer ,1,4,54000,,,,Female,
3/21/2016 14:24:49,Amazon,Bay Area,SDE 1,1.5,3,115000,65000,3000,35253,Male,"Stock schedule is backloaded (year 1: 5%, year 2: 15%, year 2.5: 20%, year 3: 20%, year 3.5: 20%, and year 4: 20%) and signing bonus is over 2 years. Total value of stock is now $141k, but was $90k at time of signing. "
3/21/2016 14:24:50,Innova Bilisim ,İstanbul ,Application development specialist ,2,3,54000,0,4000,,Male,
3/21/2016 14:24:54,Eastman Chemical Company,"Kingsport, TN",Accountant,2,2,62000,2500,,,Male,
3/21/2016 14:24:57,Deoitte ,NYC,Consultant ,1,1,"70,000",5000,0,0,Male,
3/21/2016 14:24:58,,Oakland,Senior Software Engineer,0,15,160000,0,0,?,Male,Stock value is unknown in this startup.
3/21/2016 14:25:01,CenturyLink,"Denver, CO",Software Engineer,1,3,80000,0,4000,0,Male,
3/21/2016 14:25:02,,,staff engineer,3,12,183000,,,80000,Male,
3/21/2016 14:25:16,Self Employed,,Full Stack Web Developer,2,8,120000,,,,Male,
3/21/2016 14:25:22,,"Madison, WI",Developer,0.67,13,83000,,,,Male,"No vacation, no holidays, no sick time"
3/21/2016 14:25:22,,Chiapas,Cto,4,5,20000,,,,Male,
3/21/2016 14:25:30,Microsoft,"Redmond, WA",Senior Software Engineer,4,4,147000,5000,26000,22000,Male,
3/21/2016 14:25:35,,"San Francisco, CA",Software engineer,1,4,145000,,,,Male,
3/21/2016 14:25:37,,New York City,Web Developer,3,5,42000,0,800,,Male,
3/21/2016 14:25:39,Edgecase,Austin,Web Developer,1,2,55000,0,0,,Male,
3/21/2016 14:25:40,,,Senior Software Engineer,1,3,150000,,,,Male,
3/21/2016 14:25:45,Freelance,"Zurich, Switzerland",Software Security engineer,0,10,140000,0,20000,0,Male,
3/21/2016 14:25:52,,"Berkeley, CA",Dev team manager,9,12,122000,,,,Male,
3/21/2016 14:25:57,General Electric,San Ramon,Sr Software Engineer,3,6.5,136000,0,13600,6000,Male,
3/21/2016 14:26:00,,"Austin, TX",Programmer,2,9,"$95,000",,,,Male,
3/21/2016 14:26:07,,,Principal Software Developer,,,122000,,,,,
3/21/2016 14:26:13,,San Francisco,Senior Software Engineer,1.5,7,162500,,,,Male,
3/21/2016 14:26:28,,Eindhoven,Systems integration engineer,1,3,40000 euro,,6000,,Male,
3/21/2016 14:26:33,,,Software Developer,,,30000,,12000,,Male,
3/21/2016 14:26:33,Rackspace,"Austin, TX",Software Engineer,,5,"135,000",0,15% (Profit Sharing),,Male,
3/21/2016 14:26:33,,,Software Developer,,,30000,,12000,,Male,
3/21/2016 14:26:37,TransferWise,London,Software Engineer,1,2.5,45000,0,0,0,Male,
3/21/2016 14:26:49,Thermo Fisher Scientific,"Lowell, MA",Software Engineer II,2,3,84000,5000,4000,0,Male,
3/21/2016 14:26:58,,"New York, NY",Devops,1,8,135000,,6750,15000,Male,
3/21/2016 14:26:59,Protolabs,Minnesota,Analyst,1,3,45000,,1500,5%,Male,
3/21/2016 14:27:04,,Vancouver,Developer,6,8,65000,0,1000,0,Male,
3/21/2016 14:27:07,University of Illinois,"Champaign, IL",Communications Specialist,3,6,"$58,000",,,,Male,Excellent benefits including 24 paid days off a year PLUS holidays.
3/21/2016 14:27:08,,The Hague,CISO,4,10,62000,0,40000,0,Male,
3/21/2016 14:27:13,Web Dev,Michigan,Front End Developer,1,1,15,lol,ha,nope,Male,
3/21/2016 14:27:13,,"San Diego, CA",Graduate Student,,,"30,000",0,0,0,Male,
3/21/2016 14:27:16,,Atlanta,Software Engineer,2,2,65000,0,5000,,Male,
3/21/2016 14:27:23,,"San Francisco, CA",Senior Software Engineer,1,10,165000,15000,10000,options lol,Male,the options are probably worthless
3/21/2016 14:27:30,Google,"Mountain View, CA",Web Solutions Engineer,1,10,120000,0,18000,28000,,
3/21/2016 14:27:39,,Russia,web developer,3,10,36000,,,,Male,no tax
3/21/2016 14:27:48,Orbitz,Chicago,Software Engineer,3,6,780000,0,3500,0,Male,"Orbitz is very cheap when it comes to giving increments or salaries and now when Expedia has taken over... Forget the increments... My felllow ""scrappy"" Orbitz engineers, Run! Run!! Run!!!!!"
3/21/2016 14:27:50,,Remote,Developer,1,6,112000,0,3000,10000,Male,
3/21/2016 14:27:52,PayPal,Maryland,Software Engineer,1,1,"$80,000","$10,000",10%,"$2,500",Male,Stock is $10m000 over 4 years.
3/21/2016 14:27:55,-,Salt Lake City,DevOps Engineer,2,12,"$128,000",$0,"$4,000","Don't recall. Options are given, not RSUs.",Male,"Great place to work but the salary is very atypical within the company and region. Only got it due to existing connections. Thus, company is not named."
3/21/2016 14:28:02,Undisclosed,"Portland, OR",Sr. Support Engineer,4,15,"97,000",0,0,"50,000",Male,
3/21/2016 14:28:03,Mozilla,Remote (midwest),Engineering Manager,6,15,132000,0,35k-52k (based on company performance),0,Male,
3/21/2016 14:28:05,Indiana University,"Indianapolis, IN",IT Systems Specialist,1,10,85000,0,0,0,Male,
3/21/2016 14:35:46,BitDefender SRL,Cluj-Napoca,Software Engineer,10,10,"$100,000","$20,000","$10,000",0,Male,
3/21/2016 14:28:17,,Menlo Park,Senior Software Engineer,3,5,160000,,16000,,Male,
3/21/2016 14:28:17,The end of mah dik,see above,Dick end specialist,20,6000000,3.5,-9.8billion,2,1,,Stop opressing me shitlord!!!
3/21/2016 14:28:23,,"Irvine, CA",Software Engineer,1.5,2,"75,000",,"15,000",,Male,
3/21/2016 14:28:23,,"Santa Monica, CA",Software Engineer,0,2,"90,000",0,up to 10%,0,Female,
3/21/2016 14:28:25,,London,Lead,,10,100k£,35k£,50k£,,Male,
3/21/2016 14:28:31,Startup,"London, UK",UI lead,2,10,105000,0,0,0,Male,
3/21/2016 14:28:31,,Nottingham UK,Jnr Software Developer,1,1,20500,0,0,0,Male,
3/21/2016 14:28:36,,,Dev Ops Engineer,4,0,50000,,,,Male,
3/21/2016 14:28:45,Uber Technologies,San Francisco,Software Engineer,1,4,140000,0,50000,200000,Male,
3/21/2016 14:28:50,,"Chicago, IL",Engineering Manager,6,6,110000,0,0,,Male,
3/21/2016 14:28:54,,"Romania, but I work remotely for a US company",Senior Developer,1,9,80000,,,,Male,
3/21/2016 14:28:54,IBM,"Irvine, CA",Staff Software Engineer,4,4,88800,0,1000,0,Male,
3/21/2016 14:29:05,amazon,san francisco,Software Engineer,2,8,140000,0,0,,Male,
3/21/2016 14:29:12,,Minneapolis,Software Engineer,3,7,75000,,4000,,Male,
3/21/2016 14:29:16,,Israel,Junior Software Engineer,1,1,62200,0,0,0,Male,Small (<10 employees) startup
3/21/2016 14:29:19,,San Francisco,iOS Engineer,4,6,145000,0,0,70000,Male,
3/21/2016 14:29:24,InterviewJet,New York City,Head of Talent,1,2,"50,000",0,0,0,Male,"We're a mostly self-funded startup, so salaries are lower but commission is decent."
3/21/2016 14:29:27,Philips,"Eindhoven, Netherlands",Software Engineer,3,6,55000,6000,,,Male,
3/21/2016 14:29:27,,"Stockholm, Sweden",Developer,1,3,67000,0,0,0,Male,
3/21/2016 14:29:49,,,UI/UX Developer,,,"71,000",,,,Male,
3/21/2016 14:29:59,,"Portland, OR",Front-end developer,0,7,105000,0,0,0,Male,
3/21/2016 14:30:05,Intuit,San Diego,Software Engineer,2,3,95000,5000,5000,,Male,
3/21/2016 14:30:12,SoftVision,Cluj-Napoca,Full-stack developer,5,5,42000,3000,0,0,Male,
3/21/2016 14:30:23,,,Lead Software Developer,3,30,116000,,up to 15%,,Male,
3/21/2016 14:30:28,,Washington DC,Lead iOS Engineer,1,5,"140,000",0,0,0,Male,
3/21/2016 14:30:34,Ericsson,Hungary,Software Developer,10,10,28000,0,1500,0,Male,
3/21/2016 14:30:37,,"Austin, TX",Software Engineer,5,9,USD$120000,0,USD$1000,,Male,
3/21/2016 14:30:42,Apple,"Cupertino, CA",Firmware Engineer,4,5,120000,10000,10000,35000,Male,
3/21/2016 14:30:42,Metova,Remote,Android Developer,0.25,7,85000,0,0,0,Male,"+5.33 hours PTO per pay period (bi-monthly)
Bi-annual reviews w/ possibility for raises"
3/21/2016 14:30:57,,Barcelona ,CTO ,1,4,42000,0,0,0,Male,
3/21/2016 14:32:34,Amazon,New York,SDE2,3,8,140000,40000,0,100000,Male,
3/21/2016 14:31:07,,New York,Big Data Engineer,0,4,95000,0,0,0,Male,
3/21/2016 14:31:12,,,Software Engineer,0.5,3,"75,000",,,,Male,
3/21/2016 14:31:18,,Remote US,Head of Software Engineering,1,9,140000,0,0,,Male,
3/21/2016 14:31:28,HP,Houston,Lead iOS Engineer,2.5,5,84000,0,1000,0,Male,
3/21/2016 14:31:29,,"Boston, MA",Senior Software Engineer,5,5,105000,0,10000,,Male,
3/21/2016 14:31:29,University of California,San Diego,Graduate Student,4,6,32500,0,0,0,Male,Some perspective.
3/21/2016 14:31:38,PatientSky,Oslo,Software developer ,1,6,80000,,,,Male,
3/21/2016 14:31:41,,"Los Angeles, CA",Engineer,1,4,"130,000",0,0,0,Male,
3/21/2016 14:31:43,microsoft,seattle,software engineer,1.5,4,104000,20000,10000,15000,Female,
3/21/2016 14:31:52,,,Software Engineer,,,156000,,,,Male,
3/21/2016 14:31:58,,"Raleigh, NC",Programmer Analyst I,3,3,52000,0,0,0,Male,
3/21/2016 14:31:58,Toyota,"Costa Mesa, California",Senior Javascript Engineer,1,9,"124,000",0,"5,000",0,Male,
3/21/2016 14:32:00,aaaa,aaaa,asdasdd,12,12,123123,12,12,123,Male,adasd
3/21/2016 14:32:00,,"Stockholm, Sweden",Software Engineer (Backend),3,3,420000SEK,0,0,0.50%,Male,
3/21/2016 14:32:00,George Mason University,"Fairfax, VA",Assistant Professor,4,4,102000,0,20400,0,Male,
3/21/2016 14:32:01,,San Francisco,Analytics Manager,2,4,85000,,,,Female,
3/21/2016 14:32:22,,"Portland, OR",System Engineer,1,4,91000,,,,Male,
3/21/2016 14:32:24,Crytek,"Frankfurt, Germany",Web Developer,1,8,"50,000€",0,0,0,Male,
3/21/2016 14:32:47,,"London, UK",Full Stack Developer,1,5,35000GBP,,,,Male,
3/21/2016 14:32:54,,"Boston, MA",Software Engineer,1,3,"115,000","15,000",,,Male,Interned at company before coming on full time.
3/21/2016 14:33:01,Placed Inc,Seattle,Big Data Engineer,0,1,68500,0,0,110,Male,
3/21/2016 14:33:22,BiSITE Research Group,"Salamanca, Spain",Intern Software Engineer,0,4,5160,0,0,0,Male,
3/21/2016 14:33:22,,Chicago,Software Architect,2,12,125000,N/A,5000-10000,N/A,Male,
3/21/2016 14:33:29,,Southwest MO,PHP Developer,2,15,48500,0,2800,0,Male,
3/21/2016 14:33:38,,Stuttgart,Software Engineer,6,10,"54,000€",0,2000,0,Female,
3/21/2016 14:33:44,Qualcomm,Colorado,Senior Engineer,4,4,120000,20000,5000,10000,Male,
3/21/2016 14:33:44,A Law Firm,Honolulu,Web Developer,1,2,75000,0,5000,0,Male,
3/21/2016 14:33:52,Apple,Sunnyvale,Analyst,2,5,105000,,,,Male,
3/21/2016 14:34:07,,,Software Engineer,1,6,"140,000",0,0,"14,000",Male,
3/21/2016 14:34:18,,,Student,,,0,,,,Male,
3/21/2016 14:34:22,,"Ontario, Canada",Solutions Consultant,1,2,51000,0,2700,0,Male,
3/21/2016 14:34:25,Penn Medicine,"Philadelphia, PA",Senior Software Developer,2,5,90000,0,0,0,Male,
3/21/2016 14:34:38,,"Boston, MA",Software Developer,,4,120000,,20000,12000,Male,
3/21/2016 14:34:38,,,A,,,A,,,,,
3/21/2016 14:34:53,BitDefender SRL,Cluj-Napoca,Software Engineer,3,3,"$30,000",0,"$1,000",0,Female,
3/21/2016 14:34:56,Boeing,Los Angles,Astrodynamics Engineer/Programmer,12,12,108000,,4150,,Male,
3/21/2016 14:35:02,Akamai,Cambridge,Software Engineer,2,2,75000,0,,,Female,
3/21/2016 14:35:10,bloomberg,new york,software engineer,2,8,150000,,20000,,Male,
3/21/2016 14:35:11,Elisa,"Helsinki, Finland",Senior Software Engineer,11,13,48000,0,~1000€,0,Male,Remote
3/21/2016 14:35:11,AGL Energy,"Melbourne, Australia",Analyst,1,3,90000,0,10000,1000,Male,
3/21/2016 14:35:12,Etsy,Brooklyn,Software Developer,3,7,130000,0,0,10000,Male,
3/21/2016 14:35:17,,,Asst professor,,,71000,10000,O,O,,
3/21/2016 14:35:20,,Cyprus,Web Designer,1,5,"€19,800",,,,Male,I need to move to another country....
3/21/2016 14:35:23,,"Tasmania, Australia",IT Administrator,4,4,"57,000",0,1.5,0,Male,
3/21/2016 14:35:35,NationBuilder,Los Angeles,Software Engineer,2,3,"115,000",0,0,0,Male,
3/21/2016 14:35:46,,Minneapolis,UI/X,4,11,"$85,000",,,,Male,
3/21/2016 14:35:46,Freelance,"West Yorkshire, UK",JavaScript Developer,5,5,£60000,,,,Male,
3/21/2016 14:35:56,Shadowfax,India,Business Analyst,1,3,25000,0,2500,P,Male,
3/21/2016 14:36:05,,Moscow,Head of Development ,1.5,10,48000,,,,Male,
3/21/2016 14:36:08,,,Principle Engineer,,,165,,15,,,
3/21/2016 14:36:18,La michoacana,Las juntas,Servidor de Aguas,7,3,48000,0,0,0,Male,
3/21/2016 14:36:21,,"Washington, DC",Front-end Engineer,0.25,,110000,2000,10000,,Male,
3/21/2016 14:36:21,BYU,Provo,Programmer,8,8,"20,000",0,0,0,Male,
3/21/2016 14:36:21,,"Victoria, BC",Full-stack developer,3,3,85000,0,0,,Male,
3/21/2016 14:36:23,,,Engineer,,,-,,,,,
3/21/2016 14:36:29,BitDefender SRL,Cluj-Napoca,Software Engineer,3,3,"$40,000",0,0,0,,
3/21/2016 14:36:35,Startup,Berkeley,Firmware Engineer,1,2,90000,0,0,2500,Male,
3/21/2016 14:36:42,~100 person startup,San Francisco,Software Engineer / Team Lead,2,5,140000,0,0,75000,Male,
3/21/2016 14:36:44,Too small to say publicly,"Dayton, OH",Research Engineer,1,7,119500,0,0,0,Male,Small employee-owned companies are great! Down with closely-held companies! Start co-ops!
3/21/2016 14:36:53,Level-studios,San Jose,UI Developer,3,5,"75,000","1,000",,,Male,
3/21/2016 14:36:53,University,Germany,Post Doc in Computer Science,7,7,54000 EUR,0,0,0,Male,
3/21/2016 14:36:54,Univ,Menlo Park,Lead DevOps Engineer,3,10,"144,000",5000,0,0,Male,Signing bonus was relocation
3/21/2016 14:36:57,Bitdefender SRL,Bucharest,Software Architect,1,1,"$15,000",0,0,0,,
3/21/2016 14:37:22,,Berlin,Senior Front End Engineer,1,5,73000,1500,,,Male,
3/21/2016 14:37:24,Qualcomm,Silicon Valley,Operations Engineer,5,20,"170,000","15,000$ cash, 35,000$ stock","32,000 cash","60,000$",Male,
3/21/2016 14:37:31,,Florida,Systems Engineer,6,8,85000,5000,5000,0,Male,
3/21/2016 14:37:34,,"Edmonton, Alberta, Canada",Software Developer,6,10,56000,0,5%,0,Male,
3/21/2016 14:37:43,,"Salt Lake City, UT",Senior Software Engineer,2,10,140000,10000,,20000,Male,
3/21/2016 14:37:45,Oracle,California,Software Architect,1,13,400000,None,50000,100000,Male,
3/21/2016 14:37:58,prominent consultancy,New York City,Mobile Developer,1,3,111000,5000,0,0,Male,
3/21/2016 14:38:05,,Seattle,Senior Software Engineer,1,5,150000,0,,,Male,
3/21/2016 14:38:07,Smallest possible startup,NSW,Senior Software Developer,3,12,150000,0,0,0,Male,I'm hugely being underpaid.
3/21/2016 14:38:08,,"Berlin, Germany",Software Engineer,0.5,7,50000,,,,Male,Just moved here
3/21/2016 14:38:20,,,Software Engineer,1,5,"105,000",,,,Male,
3/21/2016 14:38:25,,,Member of Technical Staff,,10,170000,10000,20000,,Male,
3/21/2016 14:38:39,,Mountain View,Software Developer,3,6,163000,0,0,0,Male,
3/21/2016 14:38:39,,Bangalore,Software Engineer,1,1,9022,0,0,,Male,
3/21/2016 14:38:48,NetApp,Raleigh,Intern,0.25,2,31/ hr,0,0,0,Male,
3/21/2016 14:38:50,,,Senior Software Engineer,2,8,"145,000",0,0,,Male,
3/21/2016 14:38:51,Airline company,Atlanta,Software Developer,0,0,60k/yr,0,0,0,Male,
3/21/2016 14:38:53,Tasties,San Francisco,Sveeeeeeeeetrs Peeeeeeeeetrs,10,2,"100,000","1,000","1,000",0,Male,Nutters. Butters. Panters. Waaaanters
3/21/2016 14:39:00,,,Software engineer,2,3,£31000,0,1000,0,Male,
3/21/2016 14:39:15,Red Ratos Brazil,Brazil,Senior Software Engineer,4,8,27000,,4000,,?,
3/21/2016 14:39:15,Small startup ~8 employees,"Tel Aviv, Israel",Ruby Engineer,3,9,56000,0,0,~0.6%,Male,
3/21/2016 14:39:19,,,0,,,0,,,,,
3/21/2016 14:39:23,Rather not say,Seattle,Software Engineer,0.6,6,120000,10000,,50000,Male,
3/21/2016 14:39:33,Housing.com,Mumbai,Software Developer,1,1,27000,0,0,0,Male,
3/21/2016 14:39:40,PZU S.A.,"Warsaw, Poland",Software Developer,1,3,27000,0,0,0,Male,
3/21/2016 14:39:48,Qualcomm,San Diego,Senior Engineer,4,4,105000,5000,3500,13000,Male,
3/21/2016 14:40:05,,"Washington, DC",Rails developer,,,140000,,,,Male,
3/21/2016 14:40:17,,"Ottawa, Canada",QA Automation Lead,4,10,"90,000 CAD",0,0,"5,000 CAD",Male,
3/21/2016 14:40:27,Microsoft,"Seattle, WA",Senior Applied Scientist,6,6,155000,0,30000,20000,Male,
3/21/2016 14:40:31,,,data scientist,2,6,70000,,,,,part time
3/21/2016 14:40:32,Vevo,San Francisco,Technical Product Manager,1,4,135000,0,,10000,Male,
3/21/2016 14:40:49,Freelance,Zürich,Front End Developer,3,9,110000,0,0,0,Male,
3/21/2016 14:41:03,,,Software Engineer,1,3,47000,0,0,0,Male,
3/21/2016 14:41:09,Cisco,"Reading, UK",Software Developer,2,3,41500 GBP,0,~4500 GBP,~6000 GBP,Male,This is at the low end of 'grade 8'
3/21/2016 14:41:12,Blink Creative,"Melbourne, Australia",Junior Web Developer,1,4,50000AUD,0,0,0,Male,
3/21/2016 14:41:15,,,Senior Software Engineer,,,105000,,,,Male,
3/21/2016 14:41:18,,Delhi,Manager,4,7,"37,594$",,"1,800$",0,Male,Because happiness requires struggle
3/21/2016 14:41:34,,Sweden,Software developer,3,10,48723,0,0,0,Male,Sweet form bro
3/21/2016 14:41:52,Craftsy,"Denver, CO",Lead Engineer,4,11,120000,0,0,0,Male,I have a standard cliff/monthly vest option grant but i value it at zero.
3/21/2016 14:41:59,Sonar,San Francisco,Software Engineer,1,5,95000,0,0,0,Male,Sonar is the worst.
3/21/2016 14:42:03,Shutterstock,"New York, NY",Infrastructure Engineer,1.5,8,139000,,10%,5000,Male,
3/21/2016 14:42:07,Mozilla,UK,Senior Software Engineer,,,85000,0,25000,,Male,
3/21/2016 14:42:20,Neuvoo,Venezuela,Full Stack Software Engineer,0,3,8400,0,0,0,Male,
3/21/2016 14:42:25,,"Chicago, IL",CTO,1,7,40000,,,,Male,Compensation includes significant equity
3/21/2016 14:42:27,,Moutain View,DevOps,1.5,2,114,,3,,Male,
3/21/2016 14:42:31,,"Guadalajara, Mexico",Web Developer,2,5,12000,0,0,0,Male,
3/21/2016 14:43:26,Sogeti,DFW,Consultant,1,3,69000,,,,Male,
3/21/2016 14:43:32,,,software engineer,,,135000,,,,Male,
3/21/2016 14:43:45,Buch,Buch,Buch,3,7,1234555,,,,Male,
3/21/2016 14:43:49,,New York City,Full-Stack Software Engineer,2,2.5,104000,0,10000,,Male,
3/21/2016 14:44:00,CodeChangers,"St. George, UT",Content Manager,0,3,45000,0,0,0,Male,
3/21/2016 14:44:10,Bloomberg,"New York, NY",software developer,3,3,139000,5000,17000,,Male,
3/21/2016 14:44:16,UMBC Imaging Research Center,"Baltimore, MD",Faculty Research Assistant,1,2,42000,0,0,0,Male,
3/21/2016 14:44:18,Rupeal,"Lisbon, Portugal",Senior Software Developer,2,9,40000,,,,Male,
3/21/2016 14:44:18,"Twitch, now owned by Amazon",San Francisco,Software Engineer,3,5,150000,0,0,400000,Male,stock is from acquisition
3/21/2016 14:44:24,Hearst,New York,Software Engineer,2,10,"150,000",0,0,0,Male,
3/21/2016 14:44:27,,,Business Analyst,,,42000,,,,Male,
3/21/2016 14:44:29,,"Durham, NC",Front-end Developer,1,6,70000,0,,0,Male,spot bonuses rather than annual bonuses
3/21/2016 14:44:33,YOU'RE,A,FUCKING ,,,WHITE,MALE,ARE ,YOU,KIDDING ,ME
3/21/2016 14:44:34,,San Francisco,Software Engineer,,5,150000,,,,Male,
3/21/2016 14:44:47,,"Durham, NC",Senior UX Designer,2,10,"120,000",,,,Male,
3/21/2016 14:45:07,Salesforce,Bay Area,Lead Engineer,2,5,165000,,25000,50000,Male,
3/21/2016 14:45:15,Murex,New York,Consultant,4,4,100000,,20000,,Male,
3/21/2016 14:45:17,,Vancouver,Senior Software Developer,1,-1,150000,0,10000,,Male,
3/21/2016 14:45:28,Digitaslbi,New York City,Senior Analyst,0,2,90000,0,0,0,Male,
3/21/2016 14:45:44,Google,New York City,Software Engineer II,1.5,5,124000,10000,22000,46000,Male,
3/21/2016 14:46:11,New York University,"New York, NY",Grader,1,1,6320,0,0,0,Male,10 hour position for Spring 2015 semester paying $2120 and 20 hour position for Fall 2015 semester paying $4200
3/21/2016 14:46:23,,,Engineer,,,100000,,,,Male,
3/21/2016 14:46:31,Salesforce,"San Francisco, CA",Lead Member of Technical Staff,1.5,9,170000,25000,25000,35000,Male,
3/21/2016 14:46:37,,San Francisco,Developer Evangelist,3,12,195000,0,25000,150000,Male,
3/21/2016 14:46:57,,"Orange County, CA",Director of Product,1,5,125000,,,,Male,
3/21/2016 14:47:11,Google,Los Angeles,SWE 3 (T4),2,4,130000,,23000,60000,Male,
3/21/2016 14:47:42,,"Austin, TX",Developer Advocate,2,3,85000,,,,Female,"Opportunities for spot bonuses, but no guaranteed annual. Internal hire"
3/21/2016 14:47:50,VMware,"Palo Alto, CA",Member of Technical Staff II,1,1,115000,33750,13800,20000,Female,
3/21/2016 14:47:52,,San Francisco,Senior Product Manager,1,3,140000,0,0,65000,Male,
3/21/2016 14:48:05,,Ireland,Python developer,1,5,70000,,1000,,Male,
3/21/2016 14:49:10,Trade Me LTD,New Zealand,Developer,5,8,89000nzd,,0,0,Male,
3/21/2016 14:49:17,A small CAD compary,"Centennial, CO",Software Engineer,1,2,"$66,500",0,0,0,Male,"Started at $45000. Unlimited sick time, 15 PTO days a year, 401k match up to 4%. I love working here  but hate hearing how much money everyone else is making doing similar quality work... I GOT FIVE KIDS TO FEED, MAN."
3/21/2016 14:49:24,,San Francisco,Software Engineer Intern,1,0,$35 per hour,,,,Male,
3/21/2016 14:49:25,Knewton,New York City,Senior Software Engineer,2.5,2.5,"140,000",0,0,0,Male,Granted 1000 RSUs yearly
3/21/2016 14:49:32,NVIDIA,Santa Clara,Software Engineer,2,2,"125,000","9,000",0,"10,000",Male,
